sire,rank,category,surface,key,runs,win_pct,rentai_pct,place_pct,tan_return,fuku_return
マクフィ,48,course,,ダ京都,,4.7,14.2,20.3,,
マクフィ,48,course,,芝ローカル,,6.8,17.0,23.8,,
マクフィ,48,course,,ダローカル,,6.7,13.6,20.2,,
マクフィ,48,course,,芝2歳,,6.4,16.6,23.0,,
マクフィ,48,course,,ダ2歳,,5.9,13.7,19.5,,
マクフィ,48,course,,芝3歳,,5.5,14.0,21.0,,
マクフィ,48,course,,ダ3歳,,6.9,12.6,18.8,,
マクフィ,48,course,,芝4歳,,7.1,13.4,18.8,,
マクフィ,48,course,,ダ4歳,,6.8,14.9,24.2,,
マクフィ,48,course,,芝5歳,,5.6,11.3,16.9,,
マクフィ,48,course,,ダ5歳,,3.0,9.1,14.6,,
マクフィ,48,course,,芝6歳以上,,7.7,7.7,7.7,,
マクフィ,48,course,,ダ6歳以上,,,3.4,15.3,,
マクフィ,48,draw,,芝1枠,,4.1,12.2,17.6,,
マクフィ,48,draw,,ダ1枠,,5.7,13.5,18.4,,
マクフィ,48,draw,,芝2枠,,4.4,16.7,18.1,,
マクフィ,48,draw,,ダ2枠,,4.8,10.1,15.3,,
マクフィ,48,draw,,芝3枠,,8.2,17.6,25.9,,
マクフィ,48,draw,,ダ3枠,,7.9,14.5,21.1,,
マクフィ,48,draw,,芝4枠,,6.7,11.1,18.9,,
マクフィ,48,draw,,ダ4枠,,4.7,12.7,16.6,,
マクフィ,48,draw,,芝5枠,,6.7,15.4,21.2,,
マクフィ,48,draw,,ダ5枠,,5.7,15.4,22.8,,
マクフィ,48,draw,,芝6枠,,3.6,15.5,23.8,,
マクフィ,48,draw,,ダ6枠,,7.4,13.7,20.5,,
マクフィ,48,draw,,芝7枠,,4.3,12.9,19.4,,
マクフィ,48,draw,,ダ7枠,,5.6,13.3,20.6,,
マクフィ,48,draw,,芝8枠,,9.0,12.3,14.9,,
マクフィ,48,draw,,ダ8枠,,6.1,13.1,18.2,,
マクフィ,48,klass,,芝新馬,,3.4,11.5,14.9,,
マクフィ,48,klass,,ダ新馬,,6.1,15.1,18.8,,
マクフィ,48,klass,,芝未勝利,,5.3,13.1,18.0,,
マクフィ,48,klass,,ダ未勝利,,5.9,12.5,18.0,,
マクフィ,48,klass,,芝1勝クラス,,7.1,19.9,29.1,,
マクフィ,48,klass,,ダ1勝クラス,,6.7,13.2,20.7,,
マクフィ,48,klass,,芝2勝クラス,,7.8,15.9,21.9,,
マクフィ,48,klass,,ダ2勝クラス,,5.9,13.4,20.7,,
マクフィ,48,klass,,芝3勝クラス,,7.8,18.9,24.4,,
マクフィ,48,klass,,ダ3勝クラス,,6.7,15.4,20.7,,
マクフィ,48,klass,,芝オープン,,11.6,20.3,24.6,,
マクフィ,48,klass,,ダオープン,,7.4,20.0,27.3,,
アメリカンファラオ,50,baba,,芝良,,12.1,20.9,27.5,,
アメリカンファラオ,50,baba,,ダ良,,13.3,19.3,26.1,,
アメリカンファラオ,50,baba,,芝稍重,,5.3,10.5,21.1,,
アメリカンファラオ,50,baba,,ダ稍重,,13.9,20.3,26.6,,
アメリカンファラオ,50,baba,,芝重,,,,,,
アメリカンファラオ,50,baba,,ダ重,,11.6,29.9,32.6,,
アメリカンファラオ,50,baba,,芝不良,,,,50.0,,
アメリカンファラオ,50,baba,,ダ不良,,24.0,32.0,48.0,,
アメリカンファラオ,50,course,,ダ1000m,,37.5,43.8,50.0,,
アメリカンファラオ,50,course,,芝1200m,,21.4,39.3,53.6,,
アメリカンファラオ,50,course,,ダ1200m,,13.5,24.3,29.7,,
アメリカンファラオ,50,course,,芝1400m,,9.1,9.1,9.1,,
アメリカンファラオ,50,course,,ダ1400m,,12.2,22.6,35.1,,
アメリカンファラオ,50,course,,芝1600m,,12.5,25.0,31.3,,
アメリカンファラオ,50,course,,ダ1600m,,25.7,25.7,24.2,,
アメリカンファラオ,50,course,,ダ1700m,,13.3,26.7,30.0,,
アメリカンファラオ,50,course,,芝1800m,,,,12.5,,
アメリカンファラオ,50,course,,ダ1800m,,12.4,18.2,26.1,,
アメリカンファラオ,50,course,,芝2000m,,,,7.1,,
アメリカンファラオ,50,course,,ダ2200m,,9.4,12.5,19.4,,
アメリカンファラオ,50,course,,芝東京,,20.0,35.0,40.0,,
アメリカンファラオ,50,course,,ダ東京,,14.9,19.4,26.9,,
アメリカンファラオ,50,course,,芝中山,,30.0,50.0,50.0,,
アメリカンファラオ,50,course,,ダ中山,,11.8,14.7,23.5,,
アメリカンファラオ,50,course,,芝阪神,,,4.8,14.3,,
アメリカンファラオ,50,course,,ダ阪神,,8.7,22.8,27.2,,
アメリカンファラオ,50,course,,芝京都,,,6.7,13.3,,
アメリカンファラオ,50,course,,ダ京都,,14.8,21.3,31.1,,
アメリカンファラオ,50,course,,芝ローカル,,9.8,13.7,23.5,,
アメリカンファラオ,50,course,,ダローカル,,15.9,24.0,32.2,,
アメリカンファラオ,50,course,,芝2歳,,9.7,22.6,38.7,,
アメリカンファラオ,50,course,,ダ2歳,,18.6,32.9,41.4,,
アメリカンファラオ,50,course,,芝3歳,,9.4,12.5,35.3,,
アメリカンファラオ,50,course,,ダ3歳,,13.3,22.5,30.1,,
アメリカンファラオ,50,course,,芝4歳,,17.6,35.3,35.3,,
アメリカンファラオ,50,course,,ダ4歳,,12.5,17.3,26.0,,
アメリカンファラオ,50,course,,ダ5歳,,13.2,13.2,15.8,,
アメリカンファラオ,50,draw,,芝1枠,,31.8,36.4,45.5,,
アメリカンファラオ,50,draw,,ダ1枠,,11.6,23.7,34.2,,
アメリカンファラオ,50,draw,,芝2枠,,,20.0,20.0,,
アメリカンファラオ,50,draw,,ダ2枠,,9.4,14.3,31.0,,
アメリカンファラオ,50,draw,,芝3枠,,7.7,15.4,34.6,,
アメリカンファラオ,50,draw,,ダ3枠,,9.8,18.0,26.3,,
アメリカンファラオ,50,draw,,芝4枠,,6.7,6.7,13.3,,
アメリカンファラオ,50,draw,,ダ4枠,,9.1,8.1,21.3,,
アメリカンファラオ,50,draw,,芝5枠,,9.1,9.1,9.1,,
アメリカンファラオ,50,draw,,ダ5枠,,11.5,18.5,26.3,,
アメリカンファラオ,50,draw,,芝6枠,,14.3,21.4,35.7,,
アメリカンファラオ,50,draw,,ダ6枠,,13.5,33.8,40.0,,
アメリカンファラオ,50,draw,,芝7枠,,5.6,22.2,33.3,,
アメリカンファラオ,50,draw,,ダ7枠,,13.3,29.5,34.6,,
アメリカンファラオ,50,draw,,ダ8枠,,20.5,29.5,34.6,,
アメリカンファラオ,50,klass,,芝新馬,,8.3,16.7,25.0,,
アメリカンファラオ,50,klass,,ダ新馬,,10.5,23.7,34.2,,
アメリカンファラオ,50,klass,,芝未勝利,,11.8,11.8,11.8,,
アメリカンファラオ,50,klass,,ダ未勝利,,12.6,21.2,28.5,,
アメリカンファラオ,50,klass,,芝1勝クラス,,20.0,30.0,40.0,,
アメリカンファラオ,50,klass,,ダ1勝クラス,,13.6,21.7,28.5,,
アメリカンファラオ,50,klass,,芝2勝クラス,,100.0,100.0,100.0,,
アメリカンファラオ,50,klass,,ダ2勝クラス,,13.3,21.4,29.5,,
アメリカンファラオ,50,klass,,芝3勝クラス,,3.8,23.1,26.9,,
アメリカンファラオ,50,klass,,ダ3勝クラス,,19.4,34.5,34.5,,
ディスクリートキャット,53,baba,,芝良,,,5.4,,,
ディスクリートキャット,53,baba,,ダ良,,7.5,14.3,22.6,,
ディスクリートキャット,53,baba,,芝稍重,,,5.5,11.0,,
ディスクリートキャット,53,baba,,ダ稍重,,7.5,14.0,18.8,,
ディスクリートキャット,53,baba,,芝重,,,5.5,9.3,,
ディスクリートキャット,53,baba,,ダ重,,9.1,19.4,26.4,,
ディスクリートキャット,53,baba,,芝不良,,11.1,22.2,33.3,,
ディスクリートキャット,53,baba,,ダ不良,,9.7,19.4,26.4,,
ディスクリートキャット,53,course,,芝1000m,,8.0,16.0,20.0,,
ディスクリートキャット,53,course,,ダ1000m,,8.0,16.0,24.0,,
ディスクリートキャット,53,course,,芝1200m,,8.1,12.0,20.6,,
ディスクリートキャット,53,course,,ダ1200m,,9.3,18.5,26.2,,
ディスクリートキャット,53,course,,芝1400m,,,7.9,14.6,,
ディスクリートキャット,53,course,,ダ1400m,,6.9,14.3,22.4,,
ディスクリートキャット,53,course,,芝1600m,,,13.3,21.5,,
ディスクリートキャット,53,course,,ダ1600m,,9.2,16.2,25.4,,
ディスクリートキャット,53,course,,ダ1700m,,6.0,13.5,24.1,,
ディスクリートキャット,53,course,,芝1800m,,,5.0,10.0,,
ディスクリートキャット,53,course,,ダ1800m,,4.7,11.0,18.8,,
ディスクリートキャット,53,course,,芝2000m,,,7.7,15.4,,
ディスクリートキャット,53,course,,ダ2200m,,11.5,19.2,19.2,,
ディスクリートキャット,53,course,,芝東京,,,7.6,13.9,,
ディスクリートキャット,53,course,,ダ東京,,7.8,16.0,25.2,,
ディスクリートキャット,53,course,,芝中山,,,11.3,20.0,,
ディスクリートキャット,53,course,,ダ中山,,10.2,18.8,25.2,,
ディスクリートキャット,53,course,,芝阪神,,,15.8,21.1,,
ディスクリートキャット,53,course,,ダ阪神,,6.2,11.9,22.2,,
ディスクリートキャット,53,course,,芝京都,,,5.1,15.4,,
ディスクリートキャット,53,course,,ダ京都,,5.9,14.1,20.0,,
ディスクリートキャット,53,course,,芝ローカル,,,11.8,19.0,,
ディスクリートキャット,53,course,,ダローカル,,7.4,15.4,23.4,,
ディスクリートキャット,53,course,,芝2歳,,,10.5,17.3,,
ディスクリートキャット,53,course,,ダ2歳,,10.0,16.3,25.3,,
ディスクリートキャット,53,course,,芝3歳,,,11.6,19.2,,
ディスクリートキャット,53,course,,ダ3歳,,7.7,16.3,24.2,,
ディスクリートキャット,53,course,,芝4歳,,,,17.8,,
ディスクリートキャット,53,course,,ダ4歳,,5.0,16.3,24.1,,
ディスクリートキャット,53,course,,芝5歳,,,16.9,23.7,,
ディスクリートキャット,53,course,,ダ5歳,,5.1,9.2,19.4,,
ディスクリートキャット,53,course,,芝6歳上,,,7.5,12.5,,
ディスクリートキャット,53,course,,ダ6歳上,,,13.2,19.1,,
ディスクリートキャット,53,draw,,芝1枠,,,6.3,9.4,,
ディスクリートキャット,53,draw,,ダ1枠,,7.5,12.2,19.9,,
ディスクリートキャット,53,draw,,芝2枠,,,7.4,10.3,,
ディスクリートキャット,53,draw,,ダ2枠,,8.7,15.6,19.9,,
ディスクリートキャット,53,draw,,芝3枠,,,12.5,16.3,,
ディスクリートキャット,53,draw,,ダ3枠,,10.3,18.9,27.6,,
ディスクリートキャット,53,draw,,芝4枠,,,5.0,9.0,,
ディスクリートキャット,53,draw,,ダ4枠,,7.5,15.5,28.2,,
ディスクリートキャット,53,draw,,芝5枠,,,5.6,,,
ディスクリートキャット,53,draw,,ダ5枠,,5.6,12.0,13.7,,
ディスクリートキャット,53,draw,,芝7枠,,,16.7,26.4,,
ディスクリートキャット,53,draw,,ダ7枠,,7.5,13.4,28.2,,
ディスクリートキャット,53,klass,,芝新馬,,,5.6,16.7,,
ディスクリートキャット,53,klass,,ダ新馬,,7.5,17.1,24.4,,
ディスクリートキャット,53,klass,,芝未勝利,,,6.5,13.9,,
ディスクリートキャット,53,klass,,ダ未勝利,,7.5,13.2,21.5,,
ディスクリートキャット,53,klass,,芝1勝クラス,,,6.5,13.0,,
ディスクリートキャット,53,klass,,ダ1勝クラス,,6.5,14.6,23.0,,
ディスクリートキャット,53,klass,,芝2勝クラス,,,5.8,,,
ディスクリートキャット,53,klass,,ダ2勝クラス,,13.0,25.0,35.0,,
ディスクリートキャット,53,klass,,芝3勝クラス,,,17.4,,,
ディスクリートキャット,53,klass,,ダ3勝クラス,,14.8,15.8,26.3,,
ディスクリートキャット,53,klass,,ダオープン,,5.4,11.4,19.1,,
フィエールマン,55,baba,,芝良,,8.7,23.8,30.9,,
フィエールマン,55,baba,,ダ良,,3.4,15.5,24.1,,
フィエールマン,55,baba,,芝稍重,,7.1,17.9,25.0,,
フィエールマン,55,baba,,ダ稍重,,,4.5,9.1,,
フィエールマン,55,baba,,芝重,,,7.7,23.1,,
フィエールマン,55,baba,,ダ重,,,,8.3,,
フィエールマン,55,baba,,芝不良,,,,,,
フィエールマン,55,baba,,ダ不良,,,,,,
フィエールマン,55,course,,芝1200m,,5.7,17.1,31.4,,
フィエールマン,55,course,,ダ1200m,,,4.5,22.7,,
フィエールマン,55,course,,芝1400m,,,5.3,15.8,,
フィエールマン,55,course,,ダ1400m,,,,5.0,,
フィエールマン,55,course,,芝1600m,,9.8,21.6,27.5,,
フィエールマン,55,course,,ダ1600m,,,16.7,25.0,,
フィエールマン,55,course,,ダ1700m,,14.3,28.6,28.6,,
フィエールマン,55,course,,芝1800m,,7.9,23.7,28.9,,
フィエールマン,55,course,,ダ1800m,,3.8,15.4,19.2,,
フィエールマン,55,course,,芝2000m,,8.7,22.3,27.2,,
フィエールマン,55,course,,芝2200m,,15.0,40.0,50.0,,
フィエールマン,55,course,,ダ2200m,,,33.3,33.3,,
フィエールマン,55,course,,芝2300m~,,7.1,25.0,39.3,,
フィエールマン,55,course,,芝東京,,10.8,21.6,27.0,,
フィエールマン,55,course,,ダ東京,,,11.5,19.2,,
フィエールマン,55,course,,芝中山,,16.1,35.5,43.5,,
フィエールマン,55,course,,ダ中山,,3.1,12.5,25.0,,
フィエールマン,55,course,,芝阪神,,6.7,20.0,26.7,,
フィエールマン,55,course,,芝京都,,3.3,16.7,23.3,,
フィエールマン,55,course,,芝ローカル,,4.5,18.2,26.6,,
フィエールマン,55,course,,ダローカル,,3.7,11.1,14.8,,
フィエールマン,55,course,,芝2歳,,4.8,17.9,24.1,,
フィエールマン,55,course,,ダ2歳,,,6.7,13.3,,
フィエールマン,55,course,,芝3歳,,10.5,25.3,33.7,,
フィエールマン,55,course,,ダ3歳,,3.0,12.1,19.7,,
フィエールマン,55,draw,,芝1枠,,13.5,35.1,37.8,,
フィエールマン,55,draw,,ダ1枠,,,,,,
フィエールマン,55,draw,,芝2枠,,7.9,15.8,21.1,,
フィエールマン,55,draw,,ダ2枠,,,,11.1,,
フィエールマン,55,draw,,芝3枠,,5.0,20.0,22.5,,
フィエールマン,55,draw,,ダ3枠,,10.0,20.0,20.0,,
フィエールマン,55,draw,,芝4枠,,,2.8,25.0,,
フィエールマン,55,draw,,ダ4枠,,,,6.7,,
フィエールマン,55,draw,,芝5枠,,14.7,32.4,35.3,,
フィエールマン,55,draw,,ダ5枠,,,10.0,20.0,,
フィエールマン,55,draw,,芝6枠,,6.0,24.0,30.0,,
フィエールマン,55,draw,,ダ6枠,,,18.2,18.2,,
フィエールマン,55,draw,,芝7枠,,8.7,19.6,30.4,,
フィエールマン,55,draw,,ダ7枠,,4.8,14.3,28.6,,
フィエールマン,55,draw,,芝8枠,,9.3,25.9,33.3,,
フィエールマン,55,draw,,ダ8枠,,,18.2,27.3,,
フィエールマン,55,klass,,芝新馬,,3.1,20.0,24.6,,
フィエールマン,55,klass,,ダ新馬,,,11.1,22.2,,
フィエールマン,55,klass,,芝未勝利,,8.6,19.8,26.9,,
フィエールマン,55,klass,,ダ未勝利,,2.7,8.2,16.4,,
フィエールマン,55,klass,,芝1勝クラス,,11.3,35.8,47.2,,
フィエールマン,55,klass,,ダ1勝クラス,,,21.4,21.4,,
フィエールマン,55,klass,,芝2勝クラス,,33.3,33.3,50.0,,
フィエールマン,55,klass,,芝オープン,,,9.1,18.2,,
グレーターロンドン,56,baba,,芝良,,12.6,19.5,27.9,,
グレーターロンドン,56,baba,,ダ良,,9.4,17.9,24.5,,
グレーターロンドン,56,baba,,芝稍重,,12.0,16.0,16.0,,
グレーターロンドン,56,baba,,ダ稍重,,12.5,25.0,25.0,,
グレーターロンドン,56,baba,,芝重,,7.4,11.1,14.8,,
グレーターロンドン,56,baba,,ダ重,,11.1,16.7,38.9,,
グレーターロンドン,56,baba,,芝不良,,50.0,50.0,50.0,,
グレーターロンドン,56,baba,,ダ不良,,,,20.0,,
グレーターロンドン,56,course,,芝1000m,,33.3,33.3,33.3,,
グレーターロンドン,56,course,,芝1200m,,12.0,15.2,22.8,,
グレーターロンドン,56,course,,ダ1200m,,15.4,23.1,33.3,,
グレーターロンドン,56,course,,芝1400m,,9.8,11.8,21.6,,
グレーターロンドン,56,course,,ダ1400m,,10.6,25.5,31.9,,
グレーターロンドン,56,course,,芝1600m,,13.3,23.3,30.8,,
グレーターロンドン,56,course,,ダ1600m,,,5.9,17.6,,
グレーターロンドン,56,course,,ダ1700m,,11.1,11.1,22.2,,
グレーターロンドン,56,course,,芝1800m,,13.2,17.6,25.0,,
グレーターロンドン,56,course,,ダ1800m,,7.4,11.1,18.5,,
グレーターロンドン,56,course,,芝2000m,,9.5,21.4,23.8,,
グレーターロンドン,56,course,,芝2200m,,8.3,16.7,16.7,,
グレーターロンドン,56,course,,芝2300m~,,16.7,20.8,29.2,,
グレーターロンドン,56,course,,芝東京,,10.0,14.4,21.1,,
グレーターロンドン,56,course,,ダ東京,,8.5,21.3,29.8,,
グレーターロンドン,56,course,,芝中山,,16.1,25.8,35.5,,
グレーターロンドン,56,course,,ダ中山,,7.7,11.5,19.2,,
グレーターロンドン,56,course,,芝阪神,,13.2,18.4,31.6,,
グレーターロンドン,56,course,,ダ阪神,,,8.3,8.3,,
グレーターロンドン,56,course,,芝京都,,7.5,17.5,20.0,,
グレーターロンドン,56,course,,ダ京都,,16.7,33.3,55.6,,
グレーターロンドン,56,course,,芝ローカル,,13.2,18.7,24.7,,
グレーターロンドン,56,course,,ダローカル,,11.9,14.3,19.0,,
グレーターロンドン,56,course,,芝2歳,,12.8,20.2,27.5,,
グレーターロンドン,56,course,,ダ2歳,,17.4,17.4,17.4,,
グレーターロンドン,56,course,,芝3歳,,13.3,21.1,27.1,,
グレーターロンドン,56,course,,ダ3歳,,7.9,22.2,31.7,,
グレーターロンドン,56,course,,芝4歳,,9.2,10.8,20.0,,
グレーターロンドン,56,course,,ダ4歳,,10.5,18.4,28.9,,
グレーターロンドン,56,course,,芝5歳,,10.0,10.0,20.0,,
グレーターロンドン,56,course,,ダ5歳,,4.8,4.8,14.3,,
グレーターロンドン,56,draw,,芝1枠,,10.0,22.5,32.5,,
グレーターロンドン,56,draw,,ダ1枠,,7.1,14.3,21.4,,
グレーターロンドン,56,draw,,芝2枠,,7.3,14.6,19.5,,
グレーターロンドン,56,draw,,ダ2枠,,7.1,14.3,35.7,,
グレーターロンドン,56,draw,,芝3枠,,12.5,17.9,21.4,,
グレーターロンドン,56,draw,,ダ3枠,,,,7.7,,
グレーターロンドン,56,draw,,芝4枠,,13.8,22.4,36.2,,
グレーターロンドン,56,draw,,ダ4枠,,13.6,18.2,36.4,,
グレーターロンドン,56,draw,,芝5枠,,16.4,21.8,27.3,,
グレーターロンドン,56,draw,,ダ5枠,,11.5,15.4,15.4,,
グレーターロンドン,56,draw,,芝6枠,,22.0,26.8,31.7,,
グレーターロンドン,56,draw,,ダ6枠,,13.6,22.7,22.7,,
グレーターロンドン,56,draw,,芝7枠,,6.3,9.5,17.5,,
グレーターロンドン,56,draw,,ダ7枠,,17.6,29.4,41.2,,
グレーターロンドン,56,draw,,芝8枠,,12.1,17.2,22.4,,
グレーターロンドン,56,draw,,ダ8枠,,,23.5,29.4,,
グレーターロンドン,56,klass,,芝新馬,,14.5,23.6,29.1,,
グレーターロンドン,56,klass,,ダ新馬,,42.9,42.9,57.1,,
グレーターロンドン,56,klass,,芝未勝利,,10.1,14.9,22.3,,
グレーターロンドン,56,klass,,ダ未勝利,,5.7,11.3,13.2,,
グレーターロンドン,56,klass,,芝1勝クラス,,17.4,24.4,27.9,,
グレーターロンドン,56,klass,,ダ1勝クラス,,5.8,17.3,32.7,,
グレーターロンドン,56,klass,,芝2勝クラス,,18.9,27.0,40.5,,
グレーターロンドン,56,klass,,ダ2勝クラス,,50.0,66.7,66.7,,
グレーターロンドン,56,klass,,芝3勝クラス,,9.1,18.2,30.3,,
グレーターロンドン,56,klass,,ダ3勝クラス,,14.3,14.3,14.3,,
グレーターロンドン,56,klass,,芝オープン,,5.7,9.4,15.1,,
グレーターロンドン,56,klass,,ダオープン,,,15.4,30.8,,
ディーマジェスティ,57,baba,,芝良,,6.4,14.7,25.2,,
ディーマジェスティ,57,baba,,ダ良,,5.6,16.0,23.5,,
ディーマジェスティ,57,baba,,芝稍重,,4.3,11.4,18.6,,
ディーマジェスティ,57,baba,,ダ稍重,,4.1,14.3,21.4,,
ディーマジェスティ,57,baba,,芝重,,5.6,11.1,16.7,,
ディーマジェスティ,57,baba,,ダ重,,12.5,21.4,30.4,,
ディーマジェスティ,57,baba,,芝不良,,,,,,
ディーマジェスティ,57,baba,,ダ不良,,10.0,16.7,16.7,,
ディーマジェスティ,57,course,,芝1000m,,,14.3,28.6,,
ディーマジェスティ,57,course,,ダ1000m,,10.0,30.0,40.0,,
ディーマジェスティ,57,course,,芝1200m,,6.6,14.9,21.5,,
ディーマジェスティ,57,course,,ダ1200m,,6.0,17.3,23.3,,
ディーマジェスティ,57,course,,芝1400m,,5.4,17.9,30.4,,
ディーマジェスティ,57,course,,ダ1400m,,5.6,14.0,21.5,,
ディーマジェスティ,57,course,,芝1600m,,6.1,12.2,21.7,,
ディーマジェスティ,57,course,,ダ1600m,,5.9,17.6,20.6,,
ディーマジェスティ,57,course,,ダ1700m,,6.9,15.5,22.4,,
ディーマジェスティ,57,course,,芝1800m,,8.2,14.4,25.8,,
ディーマジェスティ,57,course,,ダ1800m,,6.6,13.9,20.5,,
ディーマジェスティ,57,course,,芝2000m,,3.8,13.8,22.5,,
ディーマジェスティ,57,course,,ダ2000m,,4.2,16.7,33.3,,
ディーマジェスティ,57,course,,芝2200m,,7.1,7.1,14.3,,
ディーマジェスティ,57,course,,芝2300m~,,4.8,14.3,33.3,,
ディーマジェスティ,57,course,,芝東京,,2.5,11.4,24.1,,
ディーマジェスティ,57,course,,ダ東京,,4.4,14.3,17.6,,
ディーマジェスティ,57,course,,芝中山,,7.6,16.2,27.6,,
ディーマジェスティ,57,course,,ダ中山,,7.4,17.0,23.4,,
ディーマジェスティ,57,course,,芝阪神,,6.4,14.9,23.4,,
ディーマジェスティ,57,course,,ダ阪神,,6.2,18.5,27.2,,
ディーマジェスティ,57,course,,芝京都,,5.6,11.1,19.4,,
ディーマジェスティ,57,course,,ダ京都,,2.4,19.0,21.4,,
ディーマジェスティ,57,course,,芝ローカル,,6.6,14.3,23.0,,
ディーマジェスティ,57,course,,ダローカル,,7.5,15.5,25.0,,
ディーマジェスティ,57,course,,芝2歳,,7.4,18.2,23.6,,
ディーマジェスティ,57,course,,ダ2歳,,6.6,14.5,15.8,,
ディーマジェスティ,57,course,,芝3歳,,6.4,16.3,29.7,,
ディーマジェスティ,57,course,,ダ3歳,,8.0,18.0,26.3,,
ディーマジェスティ,57,course,,芝4歳,,8.1,12.8,24.4,,
ディーマジェスティ,57,course,,ダ4歳,,4.8,14.5,21.7,,
ディーマジェスティ,57,course,,芝5歳,,,1.8,9.1,,
ディーマジェスティ,57,course,,ダ5歳,,,14.5,23.6,,
ディーマジェスティ,57,course,,芝6歳上,,,,5.0,,
ディーマジェスティ,57,draw,,芝1枠,,2.0,12.0,22.0,,
ディーマジェスティ,57,draw,,ダ1枠,,10.2,18.4,24.5,,
ディーマジェスティ,57,draw,,芝2枠,,3.7,9.3,14.8,,
ディーマジェスティ,57,draw,,ダ2枠,,7.0,12.3,17.5,,
ディーマジェスティ,57,draw,,芝3枠,,6.8,10.2,20.3,,
ディーマジェスティ,57,draw,,ダ3枠,,1.9,15.1,26.4,,
ディーマジェスティ,57,draw,,芝4枠,,1.9,7.4,16.7,,
ディーマジェスティ,57,draw,,ダ4枠,,8.2,21.3,23.0,,
ディーマジェスティ,57,draw,,芝5枠,,6.7,15.0,31.7,,
ディーマジェスティ,57,draw,,ダ5枠,,6.1,19.7,28.8,,
ディーマジェスティ,57,draw,,芝6枠,,12.0,24.0,36.0,,
ディーマジェスティ,57,draw,,ダ6枠,,2.6,11.7,18.2,,
ディーマジェスティ,57,draw,,芝7枠,,7.3,15.9,20.7,,
ディーマジェスティ,57,draw,,ダ7枠,,9.1,16.7,19.7,,
ディーマジェスティ,57,draw,,芝8枠,,5.2,14.3,24.7,,
ディーマジェスティ,57,draw,,ダ8枠,,6.3,16.5,29.1,,
ディーマジェスティ,57,klass,,芝新馬,,4.5,14.5,21.9,,
ディーマジェスティ,57,klass,,ダ新馬,,3.4,6.9,6.9,,
ディーマジェスティ,57,klass,,芝未勝利,,7.3,18.2,26.7,,
ディーマジェスティ,57,klass,,ダ未勝利,,7.7,17.0,23.2,,
ディーマジェスティ,57,klass,,芝1勝クラス,,6.9,12.9,27.7,,
ディーマジェスティ,57,klass,,ダ1勝クラス,,6.3,11.3,21.8,,
ディーマジェスティ,57,klass,,芝2勝クラス,,5.4,14.0,23.7,,
ディーマジェスティ,57,klass,,ダ2勝クラス,,3.3,26.2,32.8,,
ディーマジェスティ,57,klass,,芝3勝クラス,,2.1,2.1,10.6,,
ディーマジェスティ,57,klass,,ダ3勝クラス,,,26.7,33.3,,
ディーマジェスティ,57,klass,,芝オープン,,6.3,9.4,21.9,,
ディーマジェスティ,57,klass,,ダオープン,,,50.0,50.0,,
フォーウィールドライブ,58,baba,,芝良,,6.5,16.7,27.8,,
フォーウィールドライブ,58,baba,,ダ良,,6.8,14.6,25.6,,
フォーウィールドライブ,58,baba,,芝稍重,,12.5,18.8,25.0,,
フォーウィールドライブ,58,baba,,ダ稍重,,7.0,14.0,19.3,,
フォーウィールドライブ,58,baba,,芝重,,,,10.0,,
フォーウィールドライブ,58,baba,,ダ重,,7.4,22.2,29.6,,
フォーウィールドライブ,58,baba,,芝不良,,,,,,
フォーウィールドライブ,58,baba,,ダ不良,,16.7,33.3,58.3,,
フォーウィールドライブ,58,course,,芝1000m,,27.3,36.4,54.5,,
フォーウィールドライブ,58,course,,ダ1000m,,11.8,29.4,41.2,,
フォーウィールドライブ,58,course,,芝1200m,,1.8,7.3,16.4,,
フォーウィールドライブ,58,course,,ダ1200m,,10.1,19.6,28.4,,
フォーウィールドライブ,58,course,,芝1400m,,3.3,20.0,30.0,,
フォーウィールドライブ,58,course,,ダ1400m,,5.4,15.1,24.7,,
フォーウィールドライブ,58,course,,芝1600m,,10.5,15.8,21.1,,
フォーウィールドライブ,58,course,,ダ1600m,,,7.1,14.3,,
フォーウィールドライブ,58,course,,ダ1700m,,7.1,7.1,28.6,,
フォーウィールドライブ,58,course,,芝1800m,,13.3,26.7,33.3,,
フォーウィールドライブ,58,course,,ダ1800m,,,,13.8,,
フォーウィールドライブ,58,course,,芝2000m,,,,50.0,,
フォーウィールドライブ,58,course,,芝東京,,,13.3,20.0,,
フォーウィールドライブ,58,course,,ダ東京,,2.0,14.0,24.0,,
フォーウィールドライブ,58,course,,芝中山,,,14.3,28.6,,
フォーウィールドライブ,58,course,,ダ中山,,6.7,16.7,28.3,,
フォーウィールドライブ,58,course,,ダ阪神,,13.6,20.5,20.5,,
フォーウィールドライブ,58,course,,芝京都,,,4.8,19.0,,
フォーウィールドライブ,58,course,,ダ京都,,4.5,11.4,15.9,,
フォーウィールドライブ,58,course,,芝ローカル,,10.1,20.3,30.4,,
フォーウィールドライブ,58,course,,ダローカル,,8.5,16.2,31.6,,
フォーウィールドライブ,58,course,,芝2歳,,6.6,15.4,23.1,,
フォーウィールドライブ,58,course,,ダ2歳,,5.9,11.9,23.0,,
フォーウィールドライブ,58,course,,芝3歳,,7.0,16.3,32.6,,
フォーウィールドライブ,58,course,,ダ3歳,,8.3,18.9,28.3,,
フォーウィールドライブ,58,draw,,芝1枠,,7.7,23.1,30.8,,
